audio_file|text
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0124.wav|เราไปบวกอีก 2.735 ล้าน มันจะมีโอกาสที่จะเพียงความเดินเดินต่อไปที่ 84.13%
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0125.wav|อ่ะ ประมาณดีครับ อันนี้คือ ค่าแสนอาดิวเยชั่นเนอะ เออ
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0126.wav|แต่ว่าค่าเสนอดเวยชันเนี่ย มันจะอยู่ที่ประมาณกี่เปอร์เซ็น ไม่มั่นใจ
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0127.wav|มันจะอยู่ที่ประมาณ...
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0128.wav|เอ...เท่าไหร่นะ แต่ว่าไม่ถึงคนนี้ โอเค ขอพักด้วย
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0129.wav|แต่ว่าไม่ถึง 95% สิ่งที่เราต้องการคือ 95% นั่นหมายความว่ามันจะต้อง...
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0130.wav|มากกว่า 2.735 อันนี้จะเป็นลายใต้มาดนะครับ แบ่งแย่ไปลายใต้มาด แล้วก็หาข้าชะเลียกัน
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0131.wav|เหมือนกับการที่เราใช้กับรายเดือนเลย นี่ครับก็คือ อันนี้นี่ มะกะราก็ 3 เดือนแล้วก็มาชะเลียกัน แต่ว่าสเป็ด 3 เดือนของทุกปีนะ
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0132.wav|เป็นสามเดือดของทุกปี ของทุกปีมาร่วมกัน แล้วก็ชะเลียกัน
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0133.wav|ก็จะรู้พฤติกรรมข้อมูลของเขา เมื่อได้เรียบร้อย เราทำการเช็คดู ก็จะเห็นว่าเออมันมี 4 จุดนะ
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0134.wav|ที่มันค่อนข้างที่จะโอเวอร์ ก็คือเป็นขาดมือไป 5 ไปประมาณ 4 เดือน
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0135.wav|ขาดมือใน 5% มีอยู่แค่ 4 เดิน
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0136.wav|แล้วก็ต้องไปดูว่าช่วงนั้นมันเกิดอะไรขึ้น
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0137.wav|มีใครที่มาซื้อเหลือกระสาบเยอะ เปลี่ยนประติหรือเปล่า ไปครับ
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0138.wav|แล้วจากนั้นเนี่ย เราก็ใช้ค่าประยะ...อ่า...แล้วจากนั้นเนี่ย...อ่า...
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0139.wav|เป็นเกสในการใช้งานนะครับ เราสามารถดูได้
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0140.wav|มันมีการพยากรเท่าไหร่ มีเซตต์ต๊อปเท่าไหร่ ต้องเตรียมเท่าไหร่ นี้เดี๋ยวถ่าย ๆ ไป อันนี้คือตัวอย่าง
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0141.wav|ในการใช้งานนะครับ ถ้วยการรับคืน ในหน้าคนก็ทำได้เหมือนกันเนอะ
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0142.wav|พึ่งเราก็สามารถ พึ่งการรับคืน เราออกมาพินิคทีปได้
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0143.wav|ก็จะเป็นข้าวพยากร 14.417 ล้านในเมืองมิถุนายน กระลักกระดาษคลมสิงหาคลมเนี่ย ลายไปได้เลย
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0144.wav|แล้วก็เราสามารถจับค่าความปิดปกติได้จากการวัด 2 สแตนดาร์ด ดีวิเอชัน นะครับ
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0145.wav|อย่างเช่นตัวของช่วงทางซ้ายเรื่องนี้ ที่เป็นจุดสามจุดเนี่ย ความอาจจะไปดูเนี่ยว่า ทำไมช่วงนี้มันลับคืนเยอะ ผิดประกัตติ
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0147.wav|ตรงหมดว่าเชียงใหม่มีเงิน...
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0148.wav|คงคังได้มากกว่า 50 ล้านบาท แล้วก็
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0149.wav|ตรงข้างล่าจะเป็น ดีดอกนิก คือค่าที่มันลดลงในทุกๆเดือน โดชะเลีย
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0150.wav|ของการสตอค จ่ายแรงรบกับรับคืน จะเท่ากับดีดอก
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0151.wav|ในของเหลียดนั้น เฟซ ก็คือหน้าเหลียด อย่างเช่นตรงนี้ก็รวมกัน ได้อยู่ที่ 33.85
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0152.wav|ตรงนี้นะครับ ดูด้วยด้านตรงนี้ตรงเวตรมันนะครับ
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0153.wav|ถ้ากับ 7.38 เดือน น่าเป็นคำว่า เออ ประมาณ 7.4 เดือน ถ้าหากว่าเรา แบบ ทำการ สต๊อก
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0154.wav|10 บาท 5 บาท 2 บาท จน 25 ตัง ไว้เท่านี้ทุกเหลียน
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0155.wav|เท่าเท่ากับตรงนี้ทุกเหลียด มีอายุอยู่ได้ถึง 7.4 เดือนเลย
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0156.wav|อ่า...ประมาณนี้ แล้วเราก็จะเอาไปบริหารจัดการได้ต่อ
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0157.wav|ตัวนี้ก็เป็น ยูส เคส หนึ่งแล้วกันที่เอามาไปปัด
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0158.wav|ขอบคุณมาก คิดว่าค่าว่าอาจจะถูกใจท่านกับประกาศ ขอบคุณมากเลยครับ
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0159.wav|โอเค สวัสดีครับ กลุ่มของเรานะครับก็...
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0161.wav|ก่อนอื่นต้องพูดถึงที่มาแล้วความสำคัญก่อน
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0162.wav|ไม่ว่าเราจะอยู่ส่วนรัฐการไหนของประเทศ
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0163.wav|แล้วก็จะมีภาระงานในร้านต่างๆ ใช่ไหมครับ
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0164.wav|เพราะมันมีภาระงานมาเยอะ เราก็จำเป็นต้องมีคนหลาย ๆ คนในการจัดการงาน
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0165.wav|เพราะมันมีคนหลายคนในการจัดการงานเนี่ย ก็ประกอดว่า...
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0166.wav|ไอ้พวก ไอ้พวกงานเตือนแต่ละคนเขาจะเซ็บไปเก็บไว้เนี่ย แล้วก็คุกคุมไม่ได้นะว่าเขาจะเซ็บไปเก็บไว้ไหน
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0167.wav|อ่า คราวนี้เนี่ย เราก็ มันก็ทำให้คนที่แบบมาทำงานต่อก็ควรหายเอกสารยาก
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0168.wav|แล้วก็ต้องใช้ประสบการณ์ในการค้นหา รายฐานหนึ่งเลย ถึงจะค้นหาเจอ
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0169.wav|แล้วก็จำได้อะไรอย่างนี้บางวันก็ลืมนะครับ แล้วก็ตัวของวินโดนไม่สามารถค้นหาข้อมูลใครในเนื้อ
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0170.wav|ของ พีดีเอฟ ที่เป็นพวก อิมเมจ ได้ ก็คือว่าถ้ามันเป็นภาพ อิมเมจ จะไม่สามารถค้นได้เลย
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0171.wav|แล้วก็หากมีเข้ารัจการกะเสียนหรือเปลี่ยนตำแหน่ง มีโอกาสที่ข้อมูลจะซุนหาย
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0172.wav|หาไม่เจอด้วยนะครับ ผมก็เลยมีหน่าทางในการแก้ไข่คือว่าเรา
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0173.wav|แล้วก็จะใช้ตัวแนวคิดของคุณอังเดคาปัตตี้ก็คือ เป็นแนวคิดเกี่ยวกับตัวของ แอลแอลเอ็มวิกิ
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0174.wav|มาทำการ เอ็มเบดดิง ข้อมูลใส่ไว้ในตัวของ เวกเตอร์ ดาต้าเบส
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0175.wav|แล้วก็ทำเป็น มาร์กดาวน์ ไว้ด้วย เพื่อให้ตัวของ โลคอล แอลแอลเอ็ม ของเรา
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0176.wav|สามารถที่จะใช้ตอบคุมถามแบบนี้ง่าสั้นๆได้ แล้วก็เป็น...แล้วก็หลังจากนั้นก็มันทึกไว้ใน ออบซิเดียน
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0177.wav|เพื่อการค้นหาได้รุดเร็ว
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0178.wav|เป็นระบบภายในตัวนะครับ ก็คือว่า
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0179.wav|ก่อนอื่นต้องอธิบายก่อนว่าตัวของ แอลแอลเอ็ม วิกิ นี่คืออะไร
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0180.wav|ก็คือ คุณอันเดคลาปัตตี้ เค้าบอกว่ามันมีปก...อ่า...
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0181.wav|มันก็คือการที่เรามีหล่อซอส ก็คือเป็นตัวของ
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0182.wav|ข้อมูลที่เราแบบเก็บเข้ามาไว้เรียบร้อยแล้วก็เป็นข้อมูลที่แบบพร้อมที่จะ
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0183.wav|เอาไปใช้สำหรับการเรียนรู้นะครับ โดยที่ตัวของ แอลแอลเอ็ม เนี่ยจะอ่านข้อมูลตัวเนี้ยแต่จะไม่
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0184.wav|แต่จะไม่มีการตับเปลี่ยนข้อมูลนั้น จะถือว่าเป็น ซอร์ต ออฟ ทรูธ ก็คือ โอเค เราเรียนรู้อะไรมา ก็คือจะเก็บข้อมูลนั้นจำเอาไว้
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0185.wav|ซึ่งผมพยายามใช้เป็น โลคอล แอลแอลเอ็ม ก็เพราะว่า
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0186.wav|มันจะไม่เกิดข้อมูลร่วมหลายออกไป แต่ในการพัฒนากับบวนการพัฒนาของโปรเจคเนี่ย
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0187.wav|ผมใช้เป็นตัวของพวกฟันเทียร์โมเดลมาทำกัน
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0188.wav|มาทำการสร้างก่อน หลังจากนั้น พอเราได้ โอเค ตัวของโมเดลในการ อินเจสชัน
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0189.wav|ในการทำ สร้างระบบเรียบร้อยแล้วเนี่ย เราก็ทำการ...เอ่อ...
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0191.wav|แล้วก็ โอเค เก็บข้อมูลลงมา โอเค ถ้าเกิดว่า ระบบลันได้ แล้วก็จะ
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0192.wav|เอาของจริงมาใช้ ซึ่งการ อินเจกชัน ข้อมูลเก็บไว้ มันไม่ได้ใช้ตัวของ แอลแอลเอ็ม นะครับ มันจะเป็นพวก
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0193.wav|อ่า พวกโคตรที่แบบ อ่า เป็น เป็น เป็นแบบสำเร็จรูปเรียบร้อยจากการที่เราไป
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0194.wav|อ่ะ สร้างมันด้วยฟันทีอ่ะ อันนี้แสกให้ฟังนิดนึง
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0195.wav|แล้วต่อมาตัวของวิกกี้ก็คือตัวเดร็คตรอร์รี่
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0196.wav|ลอเอมทิ้งเขาจะเจนเตอร์แลตัวของมาคดาวเนอะ
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0197.wav|แต่คงผมไปทำเพิ่มเป็นเจนเตอร์เลต เป็นตัวของ
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0198.wav|เอ่อ ไม่สิ ผมไปทำเพิ่มเป็นให้มัน อินเจสต์ ไปเป็นตัวของ เวกเตอร์ ดาต้าเบส ด้วย เพื่อที่จะเอาไปให้ แอลแอลเอ็ม มันตอบ
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0199.wav|ได้ง่ายขึ้นด้วย ซึ่งทั้งหมดนี้
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0201.wav|จะเป็นแค่ๆกับคอนเวชั่นลูน คอนเวชั่นนะครับ ก็คือเป็นลูนนั่นแหละ
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0202.wav|อันก็คือเป็นกฎระเบียบที่เขาจะเอาไว้ควบคุมในตัวของ
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0203.wav|งานงานนี้ นั่นเองนะครับ นั่นนี้คือสกิมมา
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0204.wav|แล้วก็ ขั้นต่อการทำงานคือว่า
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0205.wav|สมบุตรฝ่ายรับจ่ายนำส่งอีกครั้ง ในครับ นำข้อมูลให้เจ้าหน้าที่นัก นำข้อมูลเข้าไปใน โฟลเดอร์ ใด โฟลเดอร์ หนึ่ง
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0206.wav|แล้วจากนั้นเนี่ย ก็จะใช้ตัวที่เป็นโคตรสำหรับการ อินเจสต์ ข้อมูลเนี่ย ดึงข้อมูลมา ถ้าหาว่าเป็น เวิร์ด เป็น เอกเซล เป็น เท็กซ์ เนี่ย สามารถอำเข้าได้เลย
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0207.wav|แต่ถ้าเป็น พีดีเอฟ ที่เป็นภาพ อิมเมจ จะทำงาน โอซีอาร์ ก่อน
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0208.wav|ก็จะ พอ โอซีอาร์ เสร็จตัวมันก็จะกลายไปเป็น เทก ใช่ไหมครับ ก็ทำสำหรับสำหรับนำเข้าได้เลย
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0211.wav|ก็จะอยู่ในดอกวาววิกีแล้ว แล้วครั้งนี้พอมันอยู่ในดอกวาววิกีเนี่ย
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0212.wav|ตัวของ ออบซิเดียน ก็สามารถดึงข้อมูล มาร์กดาวน์ ที่เป็นฟาย มาร์กดาวน์ ไปแสดงผลได้
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0214.wav|ไปทำการตอบล่าวได้ ซึ่งตัวนี้ผมใช้แค่ควร
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0215.wav|เกรน 3 แปดบิเลียนเท่านั้นนะครับ เป็นโมนเดียวเล็กๆ
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0216.wav|ตาม ตามประสิทธิภาพของเครื่องที่เรา ใช้สร้างไอ้ครับ เอ่อ ครั้งนี้ ออบซิเดียน นะครับ มีประโยชน์ยังไงก็คือว่า มันสามารถเซิร์จหาข้อมูลได้ อย่างเช่นแบบทางซ้ายเซิร์จ คำว่าพระพันภีหลวง ก็จะเห็นข้อมูลว่าอยู่ที่ตรงไหน
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0217.wav|แต่ตรงนี้อาจจะเห็นไม่ชัด แต่ว่ามันก็จะเห็นว่ามีการแบกเป็นความประชิกกรรม มีข้อมูล มีเอกสัตว์อะไรบ้างที่...
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0218.wav|ที่เรายิงเป็นบัญชีการของปี 2565 อะไรอย่างนี้เป็นต้นนะครับ
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0219.wav|แล้วก็ใช้ดูตรงกลางเน็ตชะมัดใช้ดูได้
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0220.wav|โนตรที่มีขนาดเยอะๆอย่างตัวนี้ก็จะมีความสัมพันธ์กับเพื่อนค่อนข้างเยอะ
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0221.wav|ซึ่งใช้ดูงานที่ใช้บ่อยได้ ใช้เห็นภาพลงของงานได้ด้วยนะครับ
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0222.wav|เพราะเราคิดเข้าไปในโนตร อย่างเช่นตรงนี้ก็ประมาณลายจ่ายและแผนการใช้งานใช่ไหมครับ
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0223.wav|ก็พอคิดเข้ามาแล้วเนี่ย เราก็จะเห็นว่า โอเค มันก็จะเลี่ยงไว้อย่างสวยงามเลยนะครับว่า
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0224.wav|เอ่อ งานตรงนี้ก็ประมาณมันมีไฟที่เกี่ยวกล้องบ้างหนึ่ง
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0225.wav|ข้าจ่างขนยาย ปี 70 อะไรอย่างนี้ล้ายลงไปมีข้าขนยายเหลี่ยนมีอะไรอย่างนี้นะครับ
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0226.wav|ซึ่ง พอเราคิดเข้ามาในนี้ ข้าจ่างขนยายปี 70 เนี่ย แล้วก็จะเห็นว่าเออมันมีไฟ
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0227.wav|ในกาศาสในคงการที่มีอะไรบ้างอยู่ข้างล่างนี้ ก็จะสะดวกในการคุ้นหาข้อมูลไปในระดับหนึ่ง
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0228.wav|ในส่วนของละข้อ แอลแอลเอ็ม ก็จะมีการ อินเจสต์ ข้อมูลเข้าไป
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0229.wav|ในงานที่ผมทางนี้มีอยู่ประมาณ 7,000 ฟาย แต่ว่าทำไปประมาณ 4,375 ฟายแล้ว อันนี้ก็ใช้เวลาประมาณ 10 ชั่วโมงในการ อินเจสต์ ท้อมูลแล้วเพราะว่า...
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0230.wav|ตัวของเครื่องผมมันไม่ได้แรงขนาดนั้นนะครับ ก็ใช้เวลานานนิดหนึ่ง เพราะ อินเจสต์ เข้ามาแล้วเนี่ย ก็...
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0231.wav|ก็เวลาเราถามเขาอย่างเช่นแบบคำความรู้นี้มีข้อมูลอะไรบ้าง เขาก็ตอบมาเป็นธรรมชาติมากเลยนะครับ
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0232.wav|อธิบายขั้นตอน อย่างเช่นแบบอธิบายขั้นตอนเหลี่ยงกระสาบที่ละลึกหน่อยครับ
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0233.wav|แต่มันอธิบาให้เราฟังได้ครับว่า มันมีอะไรบ้าง แล้วก็มาจากเอกสัตว์ในบ้าง
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0234.wav|อะไรอย่างนี้เป็นตอนนะครับ ซึ่งตรงนี้เนี่ย ย้ำอีกครั้งหนึ่งว่ามันเป็นโลกคอลนะครับ มันไม่หลุดไปข้างนอกอยู่แล้ว
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0235.wav|ไม่ต้องห่วงเรื่องของการจะเกิดริเกจของข้อมูล ดาตาไม่ลิกแน่นอน
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0236.wav|อ่า คราวนี้เนี่ย ตัวของ จะเห็นว่ามันมีความสะดุสบายเนอะ
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0237.wav|ตัวของ ตัวนี้นะครับ ตัวไหน ตัวนี้นะครับ ก็จะเป็น
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0239.wav|เกิดอย่างเช่นเราอาจจะถามว่าเออคันต้องการคุณยายเหลียน อะไรอย่างนี้เป็นต้น
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0240.wav|ก็จะรอเขาตอบประมาณ 1 นาที นะครับ เพราะว่าเป็นโลโคล เนอะ
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0241.wav|ก็จะมีการทำงานอยู่ข้างหลังตรงนี้ ก็จะเห็นว่าเขาใช้ควน
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0242.wav|มีการเรียกข้อมูลออกมานะ ก็จะเป็นแบบ
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0243.wav|อย่างที่เห็นนะครับ ก็โลกข้อทั้งหมดเลยนะครับ
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0244.wav|โอเค
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0245.wav|ก็รอเข้าตอบ ประมาณนี้ครับ ตอนที่รอเข้าตอบ เดี๋ยวเราไปดู ออบซิเดียน นิ่งๆนะครับ
