audio_file|text
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0246.wav|โอปซิดเดียน ตัวของโอปซิดเดียนเนี่ยก็จะ...
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0247.wav|สามารถที่จะค้นไปให้ดูเมื่อตะคู่นี้
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0248.wav|มันก็จะมาหน้าตาอย่างนี้นะครับ แล้วก็สามารถชิ้นไปได้นะครับ โน้ทใหญ่ๆ
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0249.wav|ก็เห็นว่าโอ้โห สิ่งกระสับที่ละลึกเนี่ย ค่อนข้ามมีความสัมพันธ์กับคนอื่นเยอะ ลาดจะคิดเข้าไปดู
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0250.wav|สมมติเราคิดเข้ามาดูตรงเนี้ย เราจะเห็นว่า ฮึ้ย มันจัดเรียง อะไรค่อนข้างสวยเลยนะ
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0251.wav|มี 60 ปีม.ช. 100 ปีพ.พินาฮิ แล้วก็คิดก็ไปดูได้
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0252.wav|แล้วก็จะเห็นรายลิฟท์ข้างในนะครับ ตรงนี้เราก็สามารถที่จะคิดไปดูอย่างเช่นแบบตรงนี้มีแล้วเบียบไหม
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0253.wav|อัมกินประกาศกระสวง ขึ้นไปดู เห็นไหม ก็ขึ้นมาเลย
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0254.wav|ก็จะเป็นจุดที่ค่อนข้างสะดวกในการควดถามข้อมูล
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0255.wav|จะเห็นว่าผมใช้เวลาไม่ดึง 1 อาทีในการหาฝ่ายตรงนี้
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0256.wav|น่าครับ ประมาณนี้เนอะ สมมติว่าเราเป็นร้อยปีปลอชนอร์ได้ป่ะ
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0257.wav|ไม่รู้ว่าจะเห็นภาพไหนนะ เพราะลองสดๆ
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0258.wav|แล้วเปลี่ยนบอสชนออก นายครับ ก็เห็นว่ามันมีข้อมูลขึ้นมาอย่างนี้เพื่อ...
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0259.wav|แล้วก็คิดเข้าไปดู เห็น โอลาบีบอชนอ คิดตรงนี้
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0260.wav|ก็เห็นรับพี่บอชนอ นะ หน่วยงานที่ขอเบอร์สอบถามรักค่ะ
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0261.wav|ข้อมูลทั้งหมดเลยที่เราต้องการเห็นนะ
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0262.wav|อ่า ประมาณนี้อ่ะครับ สำหรับนกข้อ แอลแอลเอ็ม
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0263.wav|ที่เป็นตัวพิกกี้ เรากลับมาย้อนดูตรงนี้นิดนึงนะครับ
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0264.wav|อ่า พอเราขนยายเหลียดใช่ไหมก็โอเค มี
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0265.wav|อะไรตอบกลับมาทั้งหมดนะครับ แล้วก็บอกที่ว่าเอ่อ อ่ะอย่างนี้มาจากไอเกษัตรไหน
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0266.wav|ที่นี่ก็ค่ะ ผมค่อนข้างคิดค่อนข้างชั่วว่านะครับ น่าจะมีประโยชน์มากๆ
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0267.wav|ถ้าเรานำไปใช้กันจริงๆ ก็...
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0268.wav|สามารถสอบถามมาได้นะครับ แต่ว่าก็คงจะต้องแบบใช้ตัวของ พวกฟ้อมเทียร์ในการช่วย อย่างเช่นพวกคลอร์ด คโคเวอร์กอะไรอย่างเงี้ย
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0269.wav|ในการช่วยในการสร้าง โอเค
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0270.wav|ขอบคุณมากครับ
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0271.wav|สวัสดีครับ กลุ่มของพวกเรานะครับ ก็ได้ทำเรื่องเกี่ยวกับฝ่ารานลูกกลมหลิงกระสาดที่ละลึกพร้อม เอไอ ผู้ช่วยนะครับ
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0272.wav|อ่า...ที่มาแล้วความสำคัญก็คือว่า... หลิงกระสามที่เรื่องๆ เป็นมะโรดออกทางประวัติศาสต์นะครับ
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0273.wav|ที่กรมธนาลักษณ์ได้มีการจะทำเด็กกระสาบที่ละลึกมาหลายร้อยวาลาแล้ว
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0274.wav|แต่ว่าข้อมูลมันถูกรวบรวมไว้ในหลายลูกแบบ เมื่อว่าจะเป็น เวิร์ด, เอกเซล, พีดีเอฟ
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0275.wav|หรือว่าเป็นเอกสัตว์นิดอื่น หรือว่าเป็นบนเวฟ เป็นรูปภาพ อะไรอย่างนี้ หรือเป็น พีดีเอฟ ที่เป็นแบบ อิมเมจ อย่างนี้
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0276.wav|มันก็เลยทำให้การสืบค้นข้อมูลมันคือข้างยาก
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0277.wav|ก็เลยคิดว่าเราก็อยากจะสร้างตอนนี้ขึ้นมาเพื่อที่จะรวบดวม
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0278.wav|ข้อมูลมันไว้อยู่ที่เดียวกัน เช่น ชนิดโรหาราคาเจ้าดวนผลิตเท่าไหร่ จำหน่ายเท่าไหร่ แล้วสถาน่านหน้าน่านหลังเป็นยังไง
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0279.wav|ซึ่งมันจะช่วยในเรื่องของการย้อนเราย้อมเวลาในการคดหา
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0280.wav|และก็ประตูประสงหลังหลักของเราคือ 1 เพื่อเก็บรวมๆ ข้อมูลเหลี่ยงกระสาบที่เราลึกไว้ที่เดียวกัน
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0281.wav|2. เพื่อสร้างระบบการควนหาที่สะดวก 3. เพื่อสร้างตัวของ เอไอ มาช่วยต่อคำถาม
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0282.wav|ดาตาแปปลายโฟล ของเราคือว่าขั้นแรกเราจะทำการนำเข้าข้อมูล
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0283.wav|ก็คือ ตรงนี้มันจะมี
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0284.wav|ตัวของชื่อ วาระ และก็เป็นรายละเย็ด
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0285.wav|ข้าวๆ ที่เราสามารถเสิร์ดได้ในเน็ตนะฮะ สองนี้ก็จะเป็นเสิร์มข้อมูลเหลี่ยนนะครับ โดยที่เราจะใช้ตัวพวกคนเทียมโมเดลนะครับ ไป...
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0286.wav|เอ่อ อย่างที่ไม่น่าอีกคอต อะไรอย่างนี้ ไปทำการ
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0287.wav|รีเซอร์จ รีเซอร์จข้อมูล สเกรปปิ้งข้อมูลออกมานะครับ
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0288.wav|โดยที่ตรงนี้มาจากนิวมิสตา ตอนนี้...
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0289.wav|ผมเป็นคนข่าดที่มีมิสตาค่อนข้างที่จะมีข้อมูลข้อมท่วนดี นะครับ
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0290.wav|แล้วก็ต่อมานี่ก็จะเป็น โอซีอาร์ ก็เอาข้อมูลนะครับ ก็คือว่า...
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0291.wav|ตอนที่เราได้ข้อมูลออกมาเป็น พีดีเอฟ นะครับ มันมีความเหมือนกับว่า...
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0292.wav|มันเป็นรูปภาพ เพราะมันเป็นรูปภาพ เราก็ต้องทำการ โอซีอาร์
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0293.wav|ดูภาพว่ามันเป็นอักษณ์อะไร แล้วก็มาทำการ...
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0294.wav|แปลกเป็นข้อความ แล้วก็กล่าวคำผิดคำถูกด้วย แอลแอลเอ็ม
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0295.wav|ก็จะทำให้ตัวนี้มันมีความถูกต้องมากขึ้น
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0296.wav|และหลังจากนั้นเราก็เอาไปฝังความความเป็นเวคเตอร์
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0297.wav|ควรหาแบบ ควรควรเป็นเวคเตอร์ คือ ทำ ทำ แอมเบนต์ดิงเวคเตอร์ นะครับ
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0299.wav|คือให้เองอ่านเป็นความสัมพันท์ที่ใกล้กันของคำพูด
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0301.wav|แล้วก็ดีคอดเดอร์ออกมาเป็น...อ่ะ แล้วก็ดีคอดดิงออกมาเป็น...อ่อ...
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0302.wav|เป็นคำพูดมาตอบเรานั่นเองนะ แล้วก็จะมีระบบ เอไอ แอสซิสแทนต์ นะครับ ก็จะเป็นระบบ เอไอ ช่วยค้นหา และก็ตอบค้นถาม
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0303.wav|แล้วก็รับฟิดแบกจากตัวของ ยูเซอร์ ด้วยนะครับ
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0304.wav|ซึ่งจะมีคำคำตอบรับรอง
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0305.wav|คำพูดของเขาอยู่แล้ว อันนี้คือหน้าตาของ แอปพลิเคชัน นะฮะ
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0306.wav|ก็จะเห็นว่า ถ้าเกิดว่าเราแบบ เซอร์จเข้าไปนะฮะ ก็จะถามอีกอันเข้าไป ก็จะมีคำตอบที่ตรงนะฮะ
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0307.wav|ข้อมูลตรงนี้นะครับ กับ เอไอ ที่ตอบอาศิตเตอร์เตอร์เกตไหนว่ามันตรงกัน
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0308.wav|ถ้าสมมติว่าเรามาดูหน้าตาจริงๆของโปรแกมเลยครับ
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0309.wav|ก็เห็นว่าตอนนี้มีอยู่หมด 259 วันละ แน่นอนว่ามันน่าจะมีมากกว่านี้ แต่ว่าตอนนี้ผมเห็นอยู่ประมาณนี้
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0310.wav|และก็มีทั้งหมดบรรยากาศที่สำบูลจะมีอยู่ประมาณ 81 ลัยการ
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0311.wav|อ่า... ประบานนี้ครับ แล้วก็...
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0312.wav|อ่า...ตอนนี้ดูได้ทั้งรัฐการที่ 9 และรัฐการที่ 10 เนอะ
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0313.wav|และก็แยกได้ครับว่ามีหมวดไหนเนอะ สถาปัญญาโอกาสสำคัญของประเทศ
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0314.wav|ดูปียากปีได้นะฮะ ปี 2513 เนอะ
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0315.wav|หรือว่าเราจะมาตลายปีตรงนี้ดูก็ได้นะ ดูเป็นเช่งช่วง
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0316.wav|ตอนนี้ดูรูปนะครับ อันนี้ผมเอาไว้ดูรูปนะครับ
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0317.wav|แล้วก็อันนี้ข้อมูลสำคัญนะครับ มีข้อมูลสมบูรณ์แล้วหรือเปล่า อะไรอย่างนี้ครับ
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0318.wav|ดูว่าผมอยากจะดูอันนี้นะครับครบรอบ
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0319.wav|เอ่อ ครบสามรอบ ครบสามรอบนะฮะ
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0320.wav|ผมก็จะไปขอ นี่ มี เอไอ ทางร้างขวานะครับ ก็จะปิมไว้ว่า เออ...
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0321.wav|ขอข้อมูลหน่อย หรือว่าตรงไหม
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0322.wav|อ่า...
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0323.wav|ตรงนี้
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0324.wav|น่ะ ตรงไว้นะ ตึดตึดตึบ 3 รอบในวันที่ 5 ทันวาคม
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0325.wav|2506 นะครับ เป็นวาลาที่ 2 ของเหลียงกระสาบที่ละลึก
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0326.wav|ที่พริษภาษา 2506 บนที่ประกาศใช้ 30 พื้นจิกกา 2506
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0327.wav|เหลือนมี 2 ชนิดได้แก่ 20 บาทกับ 1 บาท
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0328.wav|นั่นหน้าเป็นภาพบลมบรูปเครื่องพระองค์ส่งเครื่องแบบ
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0329.wav|หันซ้าย แล้วก็อันนี้จะเป็นตากลางวงกลม
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0330.wav|และหลังเป็นตากลางวงกลม อะไรอย่างนี้นะครับ รัฐบาลไทย
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0331.wav|หนึ่ง รัฐบาล ไทย อ้อ ตรง ไปเลย แล้วหาที่ใช้นะครับ เป็นต้องในนิเกิน จำนวนผลิต
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0332.wav|4 ล้าน เรียน 4 ล้าน เรียน แต่ไม่ได้จริง 4 ล้าน เรียน จริงด้วย
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0333.wav|ก็จำนายไปแล้วประมาณ 5 แสนเรียนคงเหลือเท่านี้
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0334.wav|ก็จะเป็นข้อมูลนะครับ แหลกอากยิงมาจากตรงนี้
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0335.wav|นั่นเองนะครับ วันนี้ประกาศใช้ 5,000 ว่า
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0336.wav|ก็จะประมาณนี้สำหรับตัวของโปรเจคตัวนี้นะครับ
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0337.wav|อ้อ แล้วก็ตรงนี้เนี่ย มันสามารถที่จะ
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0339.wav|แล้วก็สามารถถามได้ อย่างเช่นแบบอื่น
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0340.wav|ขอดูตัวนี้ สมมติว่าเราอยู่ข้างนอกเลย ไม่ได้แบบต่อเม็ด
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0341.wav|ของกลมธนาลักษ์เลย แต่ว่าเราทำการเปิดเสริเวอร์ไว้อยู่ แล้วก็เชื่อม...เชื่อม...เชื่อมตัวข้อมูลมา เชื่อมมากับเทลากรรมอย่างนี้
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0342.wav|แล้วก็สามารถพิมลองถามด้วยได้ แต่ว่าด้วยความที่ว่ามันเป็นโลคอ้าวล์เอเวอร์อย่างไงบ้างครับ
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0343.wav|มันก็จะมีความช้านิดหนึ่งนะครับ เพราะว่าก็ตามยัดฐากรรมของเครื่องนะครับ
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0344.wav|เดี๋ยวก็จะตอบมาคล้ายๆกัน เหมือนคล้ายๆแก้เขียงกันนะ แก้เขียงกันๆๆ ไหนครับ
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0345.wav|อ่ะ มีคำว่า 4 ล้านไหม เอ่อ 3 ล้าน โอเค
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0346.wav|ก็จะประมาณนี้นะฮะ เป็นอีกหน้าเหมือนตอบเท่าละอันกันไหมเนี่ย
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0347.wav|20 บาท ผลิต 1 ล้าน
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0348.wav|จำนาย 630,000 ภาลิต 1 ล้าน ไม่ตรงเลยเนี่ย มีหลอดนิดหนึ่ง
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0349.wav|โอเค เดี๋ยวทาง เทเลแกรม นี้อาจจะต้องแบบปับ
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0350.wav|ใหม่นิดหนึ่งแล้วกันครับ อ่า...
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0351.wav|เฮ้ย เดี๋ยวนะ ตรงๆ ตรงดิ เฮ้ย ตรงนะเนี่ย
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0352.wav|อ่า ตรง ๆ ครับ อันนี้บอกเหลือนะครับ
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0353.wav|อืม... อ่า...
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0354.wav|อะไรเนี่ย จับนายไปแล้ว 3,544,000 เหลี่ยมคงเหลือ
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0355.wav|เอ๊ะ อันนี้เหมือนจะหลอดนะครับ
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0356.wav|โอเค อาจจะไม่สมบูรณ์มาก แต่ก็ พอใช้งานได้ เดี๋ยวจะต้องไปปรับปุ่ง
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0357.wav|นายครับ อ่ะ ก็ประมาณนี้ครับ ขอบคุณมากครับ
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0358.wav|กับสวัสดีกับประการทุกชั้นนะครับ
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0360.wav|ก็ที่มาแล้วความสำคัญก็คิดว่า การทำงานในประจุบันเนี่ย
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0361.wav|เมื่อ...เมื่อเราต้องดูตัวของข้อมูลสัตติตี
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0362.wav|ส่วนใหญ่แล้วเราจะนำเสนอข้อมูลผ่านกระดาษ แล้วก็...
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0363.wav|แล้วก็จะดูพวกรูปภาพ พวกกราฟ พวกตลางอะไรอย่างนี้
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0364.wav|ถึงส่วนใหญ่แล้ว มันจะถ่ายทอด ดาไม่ค่อยมีประสิทธิภาพเท่าไหร่
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0365.wav|ตรางที่มีตัวเล่นมากมาย มันทำให้เราเกิดภาพสมองโลด ตอนที่เราเห็นครั้งแรก เราไม่ค่อยอยากจะดูแล้วใช่ไหมครับ
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0366.wav|ส่วนกาฟที่มีความหมายทางเดียวกันเช่นแบบ
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0367.wav|กราฟอย่างภาพ ภาพ ภาพบนซายนี้นะครับ ก็จะบอก
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0368.wav|บอกได้ความหมายแค่ว่า เอ่อ มันมีจุดเนี้ย มันมีแค่ประตอนที่มี
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0369.wav|การจะได้เยอะสุด หรือว่า อย่างที่ 2 ก็ 1 บาท มันมีปริมาณที่ขายได้เยอะสุด อะไรอย่างนี้
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0370.wav|ปริมาณแรกเหลือนเยอะสุด ซึ่งมันก็ควรจะเป็นธรรมชาติของมันอยู่แล้ว
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0371.wav|ไม่ได้ตอบอะไรมากมายเท่าไหร่ ว่าจะเห็นภาพได้ไม่เป็นภาพร่วม
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0372.wav|นะฮะ ภาพรวมมันไม่ครบ แล้วก็ซึ่ง มันไม่ได้ แล้วมันก็ไม่สามารถจอดลายลิ่นๆ ได้
