audio_file|text
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0373.wav|และก็อาจจะทำให้เกิดการตัดสินใจ แชนโนยอบายไม่ครบทั่วนั่นเองนะครับ
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0374.wav|ตรงนี้ เราก็เลยขอเสนอนะครับว่า...
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0375.wav|มีตัวของแดชบอร์ตขึ้นมา แดชบอร์ตนี้มีทำทั้งด้านการจ่ายแล้วก็การรับคืน โดยที่ทั้งสองด้านนี้เราจะมีทั้งหมดประกอบไปด้วย 5 ส่วนด้วยกัน
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0376.wav|ส่วนที่หนึ่งเป็นบรรธภาพร่อมนะครับ คือการดูภาพร่อมของเหลือกระสาบบุญเวียนในประชุมบัน
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0377.wav|ด้านเนอร์โน้มก็คือดูเนอร์โน้มของเหลี่ยงกระสาบในแต่ละเดือน ในละปีนะครับ
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0378.wav|ตรงที่ขอสบควบแค่หลิกษาบุญเวียนก่อนนะครับ แล้วก็วิคอลูกค้านะฮะ วิคอลูกค้า
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0379.wav|วิข้อสัดสวน ส่วนที่ 3 คือวิข้อลูกค้า คือวิข้อสัดสวนและการทำลุกกรรมของลูกค้า
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0380.wav|ตัวที่ 4 คือวิข้อเหลียนนะครับ และก็วิข้อการใช้งานเหลียนการสามในต่างละชนิด
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0381.wav|ตัวที่ 5 นี้คือการจัดลำดับนะครับ ดูร้านลิเย็ดของลูกค้าจาก
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0382.wav|ร่ำดับการใช้งานของการบริกาศนะครับ ซึ่งก่อนมีนาวัตรกรรมเนี่ย ก่อนหน้านี้เราจะ เอกซ์พอร์ต ตัวของ เอ่อ...ตัวของข้อมูล
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0383.wav|ในระบบ บาร์โค้ด ออกมาเป็น เอกเซล ไม่ก็ พีดีเอฟ
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0384.wav|แล้วก็พอหลังมีระวัตกรรมเนี่ย เราไม่จะไปต้องไปเอสปอร์ตมันแล้ว
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0385.wav|เราก็ใช้ข้อมูลใหม่ที่มันอัพเดตอัตโนมาร์ทุกวัน
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0386.wav|สามารถเลือกซิงได้ตันใจ
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0387.wav|คือมันจะมีความเป็นแบบแบชนิดหนึ่งนะครับ ผมก็เลยตอนนี้ยังจะเป็นสิงด้วยกัน
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0388.wav|ด้วยการกดคำสั่งส่วนตัวอยู่ แล้วก็ต่อมาเป็นเรื่องของฟายที่ เอกซ์พอร์ต
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0389.wav|เวลาเราก็ต้องจัดรบเบียบของมัน แล้วก็มา...
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0390.wav|ทำเป็นกลาฟ ทำตามฟีงก็ประมาณอะไรอย่างเงี้ย
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0391.wav|ซึ่งถ้าเวลาปี ถ้าเกิดไม่ใช่ตัวนี้ เราไม่ต้องไปทำแล้ว เราก็สามารถขอบภาพแล้วก็ไปทำประกอบลังงานได้เลย
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0392.wav|สรุปเป็นรายงานเฉพาะเรื่อง ใช้เวลาหนึ่งที่สามวันนะครับก่อนมีนับวัตกรรม
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0393.wav|แต่ครั้งนี้พอเรามี แดชบอร์ด แล้วก็คือดูได้เลยทันที
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0394.wav|แล้วก็ก่อนมีนาวัตรกรรมเนี่ย คือตัวเลขแต่ละรายงานอาจจะไม่ต่งกัน ในครามอย่างเช่น ตัวของ 44 กับ 45 ที่ใช้นาวโลบ่าโคตรเนี่ย
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0395.wav|มันจะไม่ค่อยตรงกันเท่าไหร่ หรือว่าพอเรามีหลังมีนวตรกรรมแล้วเนี่ย เราสามารถโอเค
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0396.wav|ตัวเล็กมันจะต่งกันทั้งหมดกับกับคนอื่นเวลาเราคุยกันนะ
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0397.wav|และส่วนสุดท้ายนี้คือไม่สามารถทำข้อมูลไปใช้งาน เพื่อทำเสนอข้อมูลมองต่อต่าง ๆ ได้ ก็คือตอนเวลาเราออกข้อมูลออกมา
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0398.wav|ข้อมูลที่เป็น เอกเซล มันจะมีการแตกละเอียดมากเลย เป็น รอว์ ดาต้า สำหรับให้ตัวของ
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0399.wav|เอไอ ไปอ่าน เอไอ เอไอ เอไอ ก็ยังงงเลยอะไรอย่างนี้ครับ
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0400.wav|แต่พอเป็นแบบ มีนาวัตรกรรมตัวเนี้ย มันก็สามารถที่จะ
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0401.wav|สะเหนือมุมมองต่างๆ ได้ สามารถสร้างอะไรได้
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0402.wav|อัพขึ้นบนแดชบอร์ดได้ตลอดเวลาเลย แต่ครับก็จะทำให้
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0403.wav|ทุกคนเห็นภาพเดียวกัน ในมุมบอลต่างๆ เหมือนกัน
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0404.wav|ต่อมาเดี๋ยวผมพามาชมตัวของ แดชบอร์ด นี้นิดหนึ่ง
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0406.wav|ตอนนี้ผมขอเสนอแค่ ด้านการใจและกับด้านการรับคืนก็พอ
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0407.wav|อันนี้คือภาพรวมนะครับ มุมภาพรวมของด้านการใจแรกก่อนแล้วกัน
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0408.wav|มุมบนขวาเนี่ยก็คือดูปีงวมประมาณได้นะ ก็คือเลือกของ 569 จาก 821 ก็จะเหลือ 191 คน อะไรอย่างงี้ครับ ยังไม่จบปีนะ
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0409.wav|191 คนนี้เขาอาจจะมาสัมในปีนั้นเรียบร้อยแล้วก็ได้นะ
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0410.wav|อย่างเช่น นายกรมามากรา แล้วก็มาอีกทีหนึ่งมามีหน้า อย่างนี้ก็นับ ๆ ก็นับ ๆ ก็นับแค่นายกรคนเดียวเป็นลูกค้าของปีนั้น
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0411.wav|แต่ถ้าในขอมาปี 6-8 แต่ว่าปี 6-9 ไม่ได้มาเลย ก็ปี 6-9 ก็จะไม่ถูกนับเข้าไปนะครับ ก็จะบอกถึงจำนวนเหลียน มุลค่า จำนวนรายการ สูญจ่ายแรก ลูกค้าทั้งหมดแล้วก็ใช้เหลียดตอนเดือนเองคือ
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0412.wav|ประมาณเท่าไหร่กี่บาทนะครับ ตอนนี้ก็จะบอกภาพร่วมนะครับ ในประเทศเนอะ เป็นสัสส่วนนะครับ ว่าเท่าไหร่ ๆ อะไรอย่างไรนะ ประชุปันเนอะ
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0413.wav|แล้วก็ข้อมูลตอนนี้อัพเดตที่ที่วันที่ 11 มีถุนายด
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0414.wav|ก็คือวันนี้นะครับ ก็ตอนนี้เป็นหมุนค่าตามสูญนะครับ ตอนนี้เป็นสัสสวรรค์ลูกค้าจะเห็นว่า
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0415.wav|ตรงนี้เป็นฮิตแมป เอาให้ดูภรรย์ของงาน
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0416.wav|ผมขอเปลี่ยนไปไปทั้งหมด จะได้ดูฮิ้นแบบเข้าใจง่ายขึ้น
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0417.wav|อย่างเช่นฮิตแมปต์ตรงนี้ เราเห็นว่าสงคากับซุลาจะมีภาระงาน
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0418.wav|จะมีมุลค่าของ...ขอโทษที จะมีมุลค่าของ...
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0419.wav|ของหลีนกระสาบที่เราจ่ายออกไป
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0420.wav|ถ้าเท่า ถ้าเท่ากันตลอดทั้งปี เอาไว้ดูความเท่ากันอย่างดี เอาได้ครับตรงนี้
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0421.wav|ถ้าเห็นแบบส้มส้มอย่างทันวาครมอย่างนี้ อือ แสดงว่า
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0422.wav|มุระค่ามาไปหนักมาก ตอนช่วงนั้น ท่านว่ากับมีนาเมสา นี่คือ
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0423.wav|หมุนค่าจะสูง น่าหมายความว่าภรา ตัวของพระนักงานเรา ตัวของเจ้าที่เราอาจจะต้องออกแรงเยอะในช่วงนั้นนะครับ
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0424.wav|ส่วนตรงนี้เนี่ย พอเราไปหานภาระคนเล่นอาจจะเห็นว่าอื้อ...
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0425.wav|ที่ลำบากที่สุดจะเป็นจักภง นะครับ รังศิต แล้วก็ตัวของกระสุงกันขัง นอกนั้นก็จะเป็นภาระงานอาจจะ...
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0426.wav|ห่านคนแล้วลงตัวดีนะฮะ ตัวของรังสิทธิ์เนี่ยอาจจะเยอะแต่ว่าเรามีข้างจากเนอะ
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0427.wav|แต่ว่าอันนี้เป็นด้านการจ่ายแรก อาจจะต้องแบบ...
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0428.wav|พิจารณาเรื่องของกำลังคนนิดหนึ่งนะครับ อาจจะไม่พอนะครับ
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0429.wav|เพราะว่ามันไม่ได้ใช้เครื่องจากนวนทางการใช้ได้แต่รับคืนใช้
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0430.wav|กระส่วนการคล่าง ตก 25 ล้านเหลียนต่อคนเลย
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0431.wav|4 คนก็น่าจะเพียงพอหรือเปล่านะ แต่ที่อื่นเขาสิบเองนะ
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0432.wav|ก็อาจจะต้องแบบเพิ่มคนอีกสักสองคน อะไรอย่างนี้ไปช่วยหา
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0433.wav|อะไรอย่างนี้เป็นต้นนะครับ ส่วนของแนวโน้มนะฮะ ก็สามารถดูได้นะว่า ในแต่ละปีมีแนวโน้มอะไรอย่างไร สามารถคิดเข้าไปดูได้ด้วย
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0434.wav|ครับว่า โอเค ในปี 6-8 ครับ มีลูกค้าทั้งหมด
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0435.wav|ทรัพย์ 30 ลายนี้มีใครบ้างนะครับ ใครมาเยอะสุดก็จะเห็นเป็นบริษัทห้างร้าน จากลิชมาเยอะสุดอะไรเป็นปล่อย
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0436.wav|ในรายเดือนก็ตอนนี้ก็จะเป็นข้างล่างนะครับ
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0437.wav|อันนี้เป็นมุลค่าเนอะ อันนี้เป็นจำนวนเหลียน อันนี้เป็นมุลค่าแยก
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0438.wav|ย่ายกตามชนิดเหลียดนะครับ ตรงนี้ ก็จะเห็นว่า 2 บาทค่อยๆ สโลปลง 25 ตังก็ส่งตัวลง ค่า 10 ตังเหมือนกัน
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0439.wav|ก็จะวิคอได้ อันนี้เป็นลายเดือด ในครับลายเดือดก็จะเห็นยึกยักษ์
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0440.wav|อันนี้เป็นจำนวนเหลียน แล้วก็อันนี้มูลค่า ก็จะเอาไปดูได้ พักกว่างๆ ค่าติบตามจะเห็นว่าลง 2 บาทก็ลง
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0441.wav|ถ้าเราถ้าเราสงสัยอย่างเช่นแบบผมสงสัยจังเลยว่าเดือนนี้มันทำไมมันชูดจัง
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0442.wav|นี่ครับ ก็คิดเข้ามาดูได้นะ แล้วก็จะเห็นว่า โอ้ เดินนี้ จากลิชเข้ามาเยอะ ซื้อเยอะ
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0443.wav|สันเว้นดิงเยอะ อะไรอย่างนี้เป็นต้น ส่วนตัวนี้เป็นวิคคอลูกค้า ส่วนที่ 3
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0444.wav|ก็สามารถเลือกได้ค่ะว่าจะดูลูกค้าที่ไหน สมมติว่าเราดูทุกขึ้นที่ แล้วก็จะเห็นภาพรวมนะครับว่า
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0447.wav|ตัวของเจ้าหน้าที่เราสร้างตัวโคตร
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0448.wav|ที่เป็นโคตรของลูกค้าไม่เหมือนกัน แล้วก็ตอนเวลาใช้กันก็ ใช้แบบต่างๆ ใช้นะครับ ก็เลยแบบ
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0449.wav|ออกมาเป็นสองตัวอย่างงี้ เป็นต้น อันนี้รังสิทธิ์นะครับ
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0450.wav|ถ้าเกิดว่าเราคิดตรงนี้ก็จะเห็นแค่เพราะรังสิทธิ์ พอเราไปโฮเวอร์ตัวของพื้นที่เราก็จะเห็นว่า โอเค
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0451.wav|ตัวของบริษาห้างร้านคิดเป็น 20.7% ของลังสิทธิ์
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0453.wav|ก็ลงกับประมาณ 27-28% สำหรับ เช็กลิสต์ ที่เดียว
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0454.wav|ฟันเวนดิงอยู่ที่ 12.4 อย่างนี้เป็นต้น ก็สามารถดูได้ครับว่า
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0455.wav|ว่าบริษัตรไหนมี อิมแพกต์ สามารถเลือกปีก็ประมาณได้
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0456.wav|เออ ติดไหม โอเค ติดเลยครับ เดี๋ยวเราลืมปีโง่ประมาณได้มาดู ได้ด้วยว่า เออ ปีนี้มันที่ไหน
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0457.wav|ลูกค้ามาเยอะ ลูกค้ามาน้อย อะไรอย่างนี้นะครับ
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0458.wav|ตรงนี้ก็เป็น 3 แมบ แต่ว่าแยกเป็นตามรายกลุ่มนะครับตรงนี้
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0459.wav|ห้างร้านประชาชน นันอาคาร ส่วนราชาการตนี้เล็กนิดเดียว
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0460.wav|และก็เป็นทอฟลูกค้าในแต่ละบ้านที่เนอะ
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0461.wav|ตรงนี้นะครับ ประมาณนี้ครับ ตรงหลักษาลูกค้า ตรงนี้จะเป็น
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0462.wav|วิข้อ การวิข้อเรียนนะครับ ตั้งแต่ละชนิดเนอะ
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0463.wav|แล้วก็จะเห็นนะครับว่าส่วนแต่ละชนิดมันเป็นยังไงในปี 69 นะครับ 10 บาทคือเป็น 41% นะครับของบุญคาที่พระชาชนมาแลก
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0464.wav|1 บาทเป็น 22 บาท ข้าวบาทลองหนึ่งมาเนอะ ถ้าถามว่าคิดตามจำนวนเหลียน แล้วก็ 1 บาทจะเยอะสุดอะไรอย่างเนี้ย
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0465.wav|คราวนี้ตัวนี้คือฮิตแมป จะได้เห็นภาพร่วมว่า
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0466.wav|ที่นี่ ว่ามันมีประวัติมาอย่างไรจากอดีต อันนี้เป็นอดีตนะครับ จากปีหกหนึ่ง จะเห็นว่า...
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0467.wav|ค่อนข้างเยอะเลย จากเค็มๆ นะครับ มาช่วงประมาณตี 64 นี้อ่อนลง
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0468.wav|แล้วก็มาโชว์นี้ก็กลับมาเข้ม แสดงว่าโชว์นี้ต้องมีอะไร
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0469.wav|เท่าอย่างหนึ่ง ที่ทำให้เขากลับมาเค็ม
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0470.wav|แต่ว่ามันก็เข้มอยู่แล้วนะครับ ตีบาท ห้าบาท นึกบาทก็เข้มประตูอยู่แล้ว
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0471.wav|แต่เมื่อก่อนนี้เข้มหมด โอเค ก็จะดูอย่างงี้ได้นะครับ เป็นๆๆ ภาพ
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0472.wav|เราได้เห็นนะ ถ้าหากว่าเราเข้าไปดูตรงนี้ คิดตรง 10 บาทนี้
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0473.wav|ก็จะมีข้อมูลลูกค้าออกมา ว่าลูกค้าคนไหนเขาเข้ามาซื้อ 10 บาทได้เยอะสุด
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0474.wav|ประมาณนี้เอาไปเล่นได้นะครับ ตัวตรงนี้เป็นการจัดลำดำ มาดูว่าลูกค้าที่เข้ามาของขนแก่น ตรงนี้เป็นขนแก่นเนี่ย
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0475.wav|ข้าเยอะสุดเนอะ ว่าจะบอกว่าเป็น เทสโก้ เป็นห้างล้าน ทุกลับกวัดทานฐากรุงเทพอะไรอย่างนี้
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0476.wav|ซึ่งเราสามารถสูงเป็นปราตาทอ ใช่ไหม เราสามารถคิดก็ไปดูได้
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0477.wav|เขาจะเห็นว่าเออปราตาทรมาที่ขนแก่น
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0478.wav|โดยที่มาเดือนเมษามีหน้าบ่อย
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0479.wav|อันนี้ของปีเท่าไหร่ ของทุกปีใช่ไหม จะเห็นว่ามาเมฆสามมีนานบ่อย
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0480.wav|แล้วก็มาช่วงของปี 6-4 กับ 6-7
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0481.wav|แต่สองปีนี้เขาหายไป
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0482.wav|เห็นไหม ที่เราสามารถตอบได้หมดเลย อันนี้ก็คือจะเป็น
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0483.wav|แล้วส่วนใหญ่เขามาซื้ออะไร 10 บาท 5 บาท
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0484.wav|1 บาท 2 บาท อุ๊ย! มี 2 บาทบ้าง แต่ว่าก็ไม่เยอะมากนะฮะ
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0485.wav|แล้วก็มาดูนะครับ อันนี้คือเป็นประวัติของเขานะว่ามาเท่าไหร่อะไรยังไง
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0486.wav|เนี่ย มีครบเลยนะครับ กี่นาทีแล้วเนี่ย
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0487.wav|สิบอาทิแล้ว ส่วนด้านการรับคืน ด้านการรับคืนก็เหมือนกัน
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0488.wav|เหมือนกันเลยนะครับ อันนี้ขอเวลานิดหนึ่งนะครับ ขอสักสิบสอง
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0489.wav|เหมือนกันทั้งหมดเลย
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0490.wav|ก็จะพิจัดนานน่า ด้านการรับคืนได้
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0491.wav|อันดับอะไรอย่างนี้เหมือนกันหมดเลยนะครับ คิดได้เหมือนกันหมด
D:\ขนุนยิ้ม\projects\affiliate-studio\projects\voice-finetune\dataset\wavs\seg_0492.wav|โปรดติดตามตอนต่อไป
